[INFO] [2020-02-07 15:37:30,152] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[ERROR] [2020-02-07 15:37:31,000] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,001] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,002] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,002] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,003] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,003] [Thread-3:123145388019712] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:37:31,053] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,053] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,054] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,055] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,055] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,056] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,056] [Thread-3:123145388019712] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:37:31,110] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,110] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,111] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,112] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,113] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,113] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,113] [Thread-3:123145388019712] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:37:31,165] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,166] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,166] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,168] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,168] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,169] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,169] [Thread-3:123145388019712] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:37:31,225] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,226] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,226] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,227] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,228] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,228] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,228] [Thread-3:123145388019712] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:37:31,270] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,271] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,271] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,272] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,273] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,273] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,273] [Thread-3:123145388019712] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:37:31,330] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,331] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,331] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,333] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,333] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,334] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,334] [Thread-3:123145388019712] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:37:31,374] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,374] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,375] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,376] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,376] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,376] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,377] [Thread-3:123145388019712] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:37:31,421] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,421] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,422] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,423] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,424] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,424] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,424] [Thread-3:123145388019712] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:37:31,481] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,482] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,482] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,484] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,484] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,484] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,485] [Thread-3:123145388019712] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:37:31,529] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,530] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,530] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,531] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,532] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,532] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,532] [Thread-3:123145388019712] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:37:31,572] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,572] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,573] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,574] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,574] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,575] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,575] [Thread-3:123145388019712] [kafka.conn:1142]  Probing node bootstrap-0 broker version
[INFO] [2020-02-07 15:37:31,633] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,634] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
[INFO] [2020-02-07 15:37:31,634] [Thread-3:123145388019712] [kafka.conn:863]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: Closing connection. KafkaConnectionError: 51 ENETUNREACH
[INFO] [2020-02-07 15:37:31,635] [Thread-3:123145388019712] [kafka.conn:374]  <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]>: connecting to 172.16.149.12:9092 [('172.16.149.12', 9092) IPv4]
[ERROR] [2020-02-07 15:37:31,635] [Thread-3:123145388019712] [kafka.conn:412]  Connect attempt to <BrokerConnection node_id=bootstrap-0 host=172.16.149.12:9092 <connecting> [IPv4 ('172.16.149.12', 9092)]> returned error 51. Disconnecting.
